"62","50","4/4/2011 12:00:00 AM","20000.00","9/16/2011 12:00:00 AM","16000.00","8/31/2011 12:00:00 AM","Sold","Government"
"76","34","5/21/2011 12:00:00 AM","19900.00","7/20/2011 12:00:00 AM","16000.00","6/24/2011 12:00:00 AM","Sold","Private"
"70","28","7/5/2011 12:00:00 AM","19000.00","8/22/2011 12:00:00 AM","16000.00","8/2/2011 12:00:00 AM","Sold","Bank"
"61","27","9/29/2011 12:00:00 AM","18888.00","11/29/2011 12:00:00 AM","16000.00","10/26/2011 12:00:00 AM","Sold","Private"
"55","15","11/1/2011 12:00:00 AM","21000.00","12/9/2011 12:00:00 AM","16000.00","11/17/2011 12:00:00 AM","Sold","Bank"
"70","44","11/26/2011 12:00:00 AM","18000.00","1/19/2012 12:00:00 AM","16000.00","1/9/2012 12:00:00 AM","Sold","Private"
"77","4","3/5/2012 12:00:00 AM","14900.00","4/19/2012 12:00:00 AM","16126.00","3/18/2012 12:00:00 AM","Sold","Bank"
"56","5","9/12/2011 12:00:00 AM","16500.00","10/5/2011 12:00:00 AM","16500.00","9/17/2011 12:00:00 AM","Sold","Government"
"70","45","12/18/2011 12:00:00 AM","20000.00","2/13/2012 12:00:00 AM","16500.00","2/1/2012 12:00:00 AM","Sold","Government"
"45","209","12/12/2010 12:00:00 AM","21800.00","9/28/2011 12:00:00 AM","17000.00","9/2/2011 12:00:00 AM","Sold","Government"
"72","153","5/31/2011 12:00:00 AM","17000.00","12/12/2011 12:00:00 AM","17000.00","11/21/2011 12:00:00 AM","Sold","Private"
"66","25","3/3/2012 12:00:00 AM","18000.00","4/19/2012 12:00:00 AM","17000.00","3/29/2012 12:00:00 AM","Sold","Government"
"52","36","3/1/2012 12:00:00 AM","16000.00","5/25/2012 12:00:00 AM","17500.00","4/17/2012 12:00:00 AM","Sold","Government"
"60","8","2/29/2012 12:00:00 AM","15900.00","4/9/2012 12:00:00 AM","17550.00","3/8/2012 12:00:00 AM","Sold","Bank"
"52","36","2/12/2012 12:00:00 AM","29900.00","3/23/2012 12:00:00 AM","17600.00","3/19/2012 12:00:00 AM","Sold","Private"
"70","105","12/20/2010 12:00:00 AM","17600.00","6/3/2011 12:00:00 AM","17640.00","4/5/2011 12:00:00 AM","Sold","Government"
"70","40","3/23/2011 12:00:00 AM","18000.00","6/8/2011 12:00:00 AM","17900.00","5/2/2011 12:00:00 AM","Sold","Government"
"63","405","11/6/2010 12:00:00 AM","29900.00","3/9/2012 12:00:00 AM","18000.00","2/13/2012 12:00:00 AM","Sold","Private"
"53","40","9/2/2011 12:00:00 AM","19900.00","10/21/2011 12:00:00 AM","18000.00","10/12/2011 12:00:00 AM","Sold","Bank"
"89","65","11/4/2011 12:00:00 AM","22000.00","2/9/2012 12:00:00 AM","18000.00","1/10/2012 12:00:00 AM","Sold","Private"
"71","20","10/3/2011 12:00:00 AM","21500.00","11/10/2011 12:00:00 AM","18001.00","10/24/2011 12:00:00 AM","Sold","Bank"
"71","82","8/29/2011 12:00:00 AM","18000.00","11/23/2011 12:00:00 AM","18500.00","11/21/2011 12:00:00 AM","Sold","Private"
"84","23","11/23/2011 12:00:00 AM","19800.00","12/23/2011 12:00:00 AM","18500.00","12/16/2011 12:00:00 AM","Sold","Private"
"68","21","12/18/2011 12:00:00 AM","14000.00","2/27/2012 12:00:00 AM","18500.00","1/9/2012 12:00:00 AM","Sold","Government"
"69","54","8/10/2011 12:00:00 AM","20000.00","10/28/2011 12:00:00 AM","18900.00","10/3/2011 12:00:00 AM","Sold","Private"
"43","7","1/4/2012 12:00:00 AM","19500.00","2/3/2012 12:00:00 AM","19500.00","1/11/2012 12:00:00 AM","Sold","Bank"
"53","3","7/13/2011 12:00:00 AM","20300.00","8/3/2011 12:00:00 AM","19800.00","7/19/2011 12:00:00 AM","Sold","Bank"
"1954","44","1/31/2012 12:00:00 AM","19900.00","4/6/2012 12:00:00 AM","19900.00","3/14/2012 12:00:00 AM","Sold","Bank"
